2025-12-01 10:28:34,297 - INFO - 
   mean radius  mean texture  mean perimeter  mean area  ...  worst concavity  worst concave points  worst symmetry  worst fractal dimension
0        17.99         10.38          122.80     1001.0  ...           0.7119                0.2654          0.4601                  0.11890
1        20.57         17.77          132.90     1326.0  ...           0.2416                0.1860          0.2750                  0.08902
2        19.69         21.25          130.00     1203.0  ...           0.4504                0.2430          0.3613                  0.08758
3        11.42         20.38           77.58      386.1  ...           0.6869                0.2575          0.6638                  0.17300
4        20.29         14.34          135.10     1297.0  ...           0.4000                0.1625          0.2364                  0.07678

[5 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean     14.127292     19.289649       91.969033  ...              0.114606        0.290076                 0.083946
std       3.524049      4.301036       24.298981  ...              0.065732        0.061867                 0.018061
min       6.981000      9.710000       43.790000  ...              0.000000        0.156500                 0.055040
25%      11.700000     16.170000       75.170000  ...              0.064930        0.250400                 0.071460
50%      13.370000     18.840000       86.240000  ...              0.099930        0.282200                 0.080040
75%      15.780000     21.800000      104.100000  ...              0.161400        0.317900                 0.092080
max      28.110000     39.280000      188.500000  ...              0.291000        0.663800                 0.207500

[8 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - Статистика меток:
2025-12-01 10:28:34,316 - INFO - Уникальные значения: [0 1]
2025-12-01 10:28:34,317 - INFO - Распределение по классам:
1    357
0    212
Name: count, dtype: int64
2025-12-01 10:28:34,336 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean      0.338222      0.323965        0.332935  ...              0.393836        0.263307                 0.189596
std       0.166787      0.145453        0.167915  ...              0.225884        0.121954                 0.118466
min       0.000000      0.000000        0.000000  ...              0.000000        0.000000                 0.000000
25%       0.223342      0.218465        0.216847  ...              0.223127        0.185098                 0.107700
50%       0.302381      0.308759        0.293345  ...              0.343402        0.247782                 0.163977
75%       0.416442      0.408860        0.416765  ...              0.554639        0.318155                 0.242949
max       1.000000      1.000000        1.000000  ...              1.000000        1.000000                 1.000000

[8 rows x 30 columns]
2025-12-01 10:28:34,336 - INFO - Запустили пайплайн с ядром gaussian!
2025-12-01 10:28:36,681 - INFO - Минимальный эмпирический риск = 0.0211 достигается при k = 20
2025-12-01 12:44:48,624 - INFO - размер множества omega: 313, время итерации: 8.21069418600382
2025-12-01 12:44:56,786 - INFO - размер множества omega: 312, время итерации: 8.161314340999525
2025-12-01 12:45:04,911 - INFO - размер множества omega: 311, время итерации: 8.1253007149935
2025-12-01 12:45:13,051 - INFO - размер множества omega: 310, время итерации: 8.139466396998614
2025-12-01 12:45:21,003 - INFO - размер множества omega: 309, время итерации: 7.952327597995463
2025-12-01 12:45:28,992 - INFO - размер множества omega: 308, время итерации: 7.988961636001477
2025-12-01 12:45:37,045 - INFO - размер множества omega: 307, время итерации: 8.052809319000517
2025-12-01 12:45:45,032 - INFO - размер множества omega: 306, время итерации: 7.987059504004719
2025-12-01 12:45:52,929 - INFO - размер множества omega: 305, время итерации: 7.896869671996683
2025-12-01 12:46:00,771 - INFO - размер множества omega: 304, время итерации: 7.841993326997908
2025-12-01 12:46:08,603 - INFO - размер множества omega: 303, время итерации: 7.831572104994848
2025-12-01 12:46:16,384 - INFO - размер множества omega: 302, время итерации: 7.781125179993978
2025-12-01 12:46:24,171 - INFO - размер множества omega: 301, время итерации: 7.78641204500309
2025-12-01 12:46:31,761 - INFO - размер множества omega: 300, время итерации: 7.590554777998477
2025-12-01 12:46:39,428 - INFO - размер множества omega: 299, время итерации: 7.666264321000199
2025-12-01 12:46:47,070 - INFO - размер множества omega: 298, время итерации: 7.642110385000706
2025-12-01 12:46:54,613 - INFO - размер множества omega: 297, время итерации: 7.543325698999979
2025-12-01 12:47:02,112 - INFO - размер множества omega: 296, время итерации: 7.49913760900381
2025-12-01 12:47:09,690 - INFO - размер множества omega: 295, время итерации: 7.577269499000977
2025-12-01 12:47:17,113 - INFO - размер множества omega: 294, время итерации: 7.423127656998986
2025-12-01 12:47:24,505 - INFO - размер множества omega: 293, время итерации: 7.391579987001023
2025-12-01 12:47:31,808 - INFO - размер множества omega: 292, время итерации: 7.30347922299552
2025-12-01 12:47:39,131 - INFO - размер множества omega: 291, время итерации: 7.3227734090032754
2025-12-01 12:47:46,477 - INFO - размер множества omega: 290, время итерации: 7.34638389400061
2025-12-01 12:47:53,771 - INFO - размер множества omega: 289, время итерации: 7.2937916209994
2025-12-01 12:48:01,014 - INFO - размер множества omega: 288, время итерации: 7.242194215999916
2025-12-01 12:48:08,254 - INFO - размер множества omega: 287, время итерации: 7.240455291001126
2025-12-01 12:48:15,383 - INFO - размер множества omega: 286, время итерации: 7.12876320000214
2025-12-01 12:48:22,544 - INFO - размер множества omega: 285, время итерации: 7.160525263003365
2025-12-01 12:48:29,673 - INFO - размер множества omega: 284, время итерации: 7.128933229003451
2025-12-01 12:48:36,716 - INFO - размер множества omega: 283, время итерации: 7.042955224002071
2025-12-01 12:48:43,753 - INFO - размер множества omega: 282, время итерации: 7.03723026499938
2025-12-01 12:48:50,777 - INFO - размер множества omega: 281, время итерации: 7.023933466000017
2025-12-01 12:48:57,781 - INFO - размер множества omega: 280, время итерации: 7.00373228299577
2025-12-01 12:49:04,678 - INFO - размер множества omega: 279, время итерации: 6.897320930998831
2025-12-01 12:49:11,595 - INFO - размер множества omega: 278, время итерации: 6.916560954996385
2025-12-01 12:49:18,379 - INFO - размер множества omega: 277, время итерации: 6.784121409000363
2025-12-01 12:49:25,204 - INFO - размер множества omega: 276, время итерации: 6.824683332997665
2025-12-01 12:49:31,945 - INFO - размер множества omega: 275, время итерации: 6.741500828000426
2025-12-01 12:49:38,599 - INFO - размер множества omega: 274, время итерации: 6.6539865379963885
2025-12-01 12:49:45,359 - INFO - размер множества omega: 273, время итерации: 6.759610765999241
2025-12-01 12:49:51,982 - INFO - размер множества omega: 272, время итерации: 6.622930538993387
2025-12-01 12:49:58,689 - INFO - размер множества omega: 271, время итерации: 6.706557646000874
2025-12-01 12:50:05,211 - INFO - размер множества omega: 270, время итерации: 6.522312562003208
2025-12-01 12:50:11,845 - INFO - размер множества omega: 269, время итерации: 6.634250370996597
2025-12-01 12:50:18,377 - INFO - размер множества omega: 268, время итерации: 6.531234535999829
2025-12-01 12:50:24,817 - INFO - размер множества omega: 267, время итерации: 6.440344336995622
2025-12-01 12:50:31,291 - INFO - размер множества omega: 266, время итерации: 6.474206450002384
2025-12-01 12:50:37,687 - INFO - размер множества omega: 265, время итерации: 6.3951774800007115
2025-12-01 12:50:44,014 - INFO - размер множества omega: 264, время итерации: 6.327254219002498
2025-12-01 12:50:50,328 - INFO - размер множества omega: 263, время итерации: 6.313793690002058
2025-12-01 12:50:56,565 - INFO - размер множества omega: 262, время итерации: 6.237427789004869
2025-12-01 12:51:02,831 - INFO - размер множества omega: 261, время итерации: 6.26574450499902
2025-12-01 12:51:09,019 - INFO - размер множества omega: 260, время итерации: 6.188246215999243
2025-12-01 12:51:15,273 - INFO - размер множества omega: 259, время итерации: 6.253447385002801
2025-12-01 12:51:21,467 - INFO - размер множества omega: 258, время итерации: 6.193962867000664
2025-12-01 12:51:27,557 - INFO - размер множества omega: 257, время итерации: 6.08986291099427
2025-12-01 12:51:33,748 - INFO - размер множества omega: 256, время итерации: 6.190893447994313
2025-12-01 12:51:39,796 - INFO - размер множества omega: 255, время итерации: 6.048282370000379
2025-12-01 12:51:45,793 - INFO - размер множества omega: 254, время итерации: 5.996684263001953
2025-12-01 12:51:51,754 - INFO - размер множества omega: 253, время итерации: 5.960364327002026
2025-12-01 12:51:57,671 - INFO - размер множества omega: 252, время итерации: 5.9175945759998285
2025-12-01 12:52:03,614 - INFO - размер множества omega: 251, время итерации: 5.942289906000951
2025-12-01 12:52:09,482 - INFO - размер множества omega: 250, время итерации: 5.868687016998592
2025-12-01 12:52:15,304 - INFO - размер множества omega: 249, время итерации: 5.821614960004808
2025-12-01 12:52:21,089 - INFO - размер множества omega: 248, время итерации: 5.784698440002103
2025-12-01 12:52:26,822 - INFO - размер множества omega: 247, время итерации: 5.732925493000948
2025-12-01 12:52:32,537 - INFO - размер множества omega: 246, время итерации: 5.714674789000128
2025-12-01 12:52:38,228 - INFO - размер множества omega: 245, время итерации: 5.691513211000711
2025-12-01 12:52:43,888 - INFO - размер множества omega: 244, время итерации: 5.659612449002452
2025-12-01 12:52:49,519 - INFO - размер множества omega: 243, время итерации: 5.6306550549998065
2025-12-01 12:52:55,124 - INFO - размер множества omega: 242, время итерации: 5.604901721002534
2025-12-01 12:53:00,650 - INFO - размер множества omega: 241, время итерации: 5.526061915006721
2025-12-01 12:53:06,223 - INFO - размер множества omega: 240, время итерации: 5.573627751997265
2025-12-01 12:53:11,748 - INFO - размер множества omega: 239, время итерации: 5.524618456998724
2025-12-01 12:53:17,200 - INFO - размер множества omega: 238, время итерации: 5.452193085002364
2025-12-01 12:53:22,683 - INFO - размер множества omega: 237, время итерации: 5.482297757997003
2025-12-01 12:53:28,034 - INFO - размер множества omega: 236, время итерации: 5.351499172997137
2025-12-01 12:53:33,356 - INFO - размер множества omega: 235, время итерации: 5.32148796900583
2025-12-01 12:53:38,741 - INFO - размер множества omega: 234, время итерации: 5.384599756995158
2025-12-01 12:53:44,058 - INFO - размер множества omega: 233, время итерации: 5.316525103000458
2025-12-01 12:53:49,332 - INFO - размер множества omega: 232, время итерации: 5.274197236001783
2025-12-01 12:53:54,534 - INFO - размер множества omega: 231, время итерации: 5.202084685995942
2025-12-01 12:53:59,706 - INFO - размер множества omega: 230, время итерации: 5.171979545004433
2025-12-01 12:54:04,801 - INFO - размер множества omega: 229, время итерации: 5.0937506560003385
2025-12-01 12:54:09,932 - INFO - размер множества omega: 228, время итерации: 5.130999868000799
2025-12-01 12:54:15,010 - INFO - размер множества omega: 227, время итерации: 5.077856590003648
2025-12-01 12:54:20,084 - INFO - размер множества omega: 226, время итерации: 5.074152920002234
2025-12-01 12:54:25,213 - INFO - размер множества omega: 225, время итерации: 5.128664208998089
2025-12-01 12:54:30,225 - INFO - размер множества omega: 224, время итерации: 5.012887311000668
2025-12-01 12:54:35,213 - INFO - размер множества omega: 223, время итерации: 4.987757502996828
2025-12-01 12:54:40,190 - INFO - размер множества omega: 222, время итерации: 4.976330369994685
2025-12-01 12:54:45,124 - INFO - размер множества omega: 221, время итерации: 4.934636096004397
2025-12-01 12:54:50,026 - INFO - размер множества omega: 220, время итерации: 4.901912880995951
2025-12-01 12:54:54,898 - INFO - размер множества omega: 219, время итерации: 4.8713227979969815
2025-12-01 12:54:59,805 - INFO - размер множества omega: 218, время итерации: 4.907270101000904
2025-12-01 12:55:04,571 - INFO - размер множества omega: 217, время итерации: 4.765489807003178
2025-12-01 12:55:09,350 - INFO - размер множества omega: 216, время итерации: 4.779140003003704
2025-12-01 12:55:14,163 - INFO - размер множества omega: 215, время итерации: 4.813419805002923
2025-12-01 12:55:18,954 - INFO - размер множества omega: 214, время итерации: 4.790544076000515
2025-12-01 12:55:23,604 - INFO - размер множества omega: 213, время итерации: 4.650207498001691
2025-12-01 12:55:28,325 - INFO - размер множества omega: 212, время итерации: 4.720281365000119
2025-12-01 12:55:32,947 - INFO - размер множества omega: 211, время итерации: 4.621971879001649
2025-12-01 12:55:37,542 - INFO - размер множества omega: 210, время итерации: 4.595335644997249
2025-12-01 12:55:42,133 - INFO - размер множества omega: 209, время итерации: 4.590718236999237
2025-12-01 12:55:46,695 - INFO - размер множества omega: 208, время итерации: 4.561622211003851
2025-12-01 12:55:51,156 - INFO - размер множества omega: 207, время итерации: 4.460963160003303
2025-12-01 12:55:55,566 - INFO - размер множества omega: 206, время итерации: 4.409934376002639
2025-12-01 12:56:00,052 - INFO - размер множества omega: 205, время итерации: 4.485872065000876
2025-12-01 12:56:04,510 - INFO - размер множества omega: 204, время итерации: 4.45780434399785
2025-12-01 12:56:08,981 - INFO - размер множества omega: 203, время итерации: 4.471543874999043
2025-12-01 12:56:13,425 - INFO - размер множества omega: 202, время итерации: 4.443391827997402
2025-12-01 12:56:17,846 - INFO - размер множества omega: 201, время итерации: 4.4211931390018435
2025-12-01 12:56:22,084 - INFO - размер множества omega: 200, время итерации: 4.237931098003173
2025-12-01 12:56:26,412 - INFO - размер множества omega: 199, время итерации: 4.328508398997656
2025-12-01 12:56:30,797 - INFO - размер множества omega: 198, время итерации: 4.384246866000467
2025-12-01 12:56:35,057 - INFO - размер множества omega: 197, время итерации: 4.260209974003374
2025-12-01 12:56:39,276 - INFO - размер множества omega: 196, время итерации: 4.218683758001134
2025-12-01 12:56:43,569 - INFO - размер множества omega: 195, время итерации: 4.293116067994561
2025-12-01 12:56:47,906 - INFO - размер множества omega: 194, время итерации: 4.33683232000476
2025-12-01 12:56:52,028 - INFO - размер множества omega: 193, время итерации: 4.122160559003532
2025-12-01 12:56:56,196 - INFO - размер множества omega: 192, время итерации: 4.167962254003214
2025-12-01 12:57:00,343 - INFO - размер множества omega: 191, время итерации: 4.146394224997493
2025-12-01 12:57:04,594 - INFO - размер множества omega: 190, время итерации: 4.251196126002469
2025-12-01 12:57:08,725 - INFO - размер множества omega: 189, время итерации: 4.130550082001719
2025-12-01 12:57:12,880 - INFO - размер множества omega: 188, время итерации: 4.155170829006238
2025-12-01 12:57:16,982 - INFO - размер множества omega: 187, время итерации: 4.102149611004279
2025-12-01 12:57:21,134 - INFO - размер множества omega: 186, время итерации: 4.151476680999622
2025-12-01 12:57:25,150 - INFO - размер множества omega: 185, время итерации: 4.0162729889998445
2025-12-01 12:57:29,086 - INFO - размер множества omega: 184, время итерации: 3.9364244230018812
2025-12-01 12:57:33,061 - INFO - размер множества omega: 183, время итерации: 3.9749000939991674
2025-12-01 12:57:36,973 - INFO - размер множества omega: 182, время итерации: 3.9117017529933946
2025-12-01 12:57:40,914 - INFO - размер множества omega: 181, время итерации: 3.9402782320030383
2025-12-01 12:57:44,813 - INFO - размер множества omega: 180, время итерации: 3.8994379580035456
2025-12-01 12:57:48,642 - INFO - размер множества omega: 179, время итерации: 3.8288995740003884
2025-12-01 12:57:52,547 - INFO - размер множества omega: 178, время итерации: 3.9054413310004747
2025-12-01 12:57:56,354 - INFO - размер множества omega: 177, время итерации: 3.806491460003599
2025-12-01 12:58:00,131 - INFO - размер множества omega: 176, время итерации: 3.777055760001531
2025-12-01 12:58:03,984 - INFO - размер множества omega: 175, время итерации: 3.8525539670008584
2025-12-01 12:58:07,674 - INFO - размер множества omega: 174, время итерации: 3.6899090480001178
2025-12-01 12:58:11,320 - INFO - размер множества omega: 173, время итерации: 3.6461552799955825
2025-12-01 12:58:15,005 - INFO - размер множества omega: 172, время итерации: 3.685175524005899
2025-12-01 12:58:18,697 - INFO - размер множества omega: 171, время итерации: 3.6921593450024375
2025-12-01 12:58:22,361 - INFO - размер множества omega: 170, время итерации: 3.6631192059940076
2025-12-01 12:58:25,965 - INFO - размер множества omega: 169, время итерации: 3.603945709997788
2025-12-01 12:58:29,578 - INFO - размер множества omega: 168, время итерации: 3.6134495779988356
2025-12-01 12:58:33,158 - INFO - размер множества omega: 167, время итерации: 3.580111383998883
2025-12-01 12:58:36,707 - INFO - размер множества omega: 166, время итерации: 3.5479747130011674
2025-12-01 12:58:40,187 - INFO - размер множества omega: 165, время итерации: 3.4800684389992966
2025-12-01 12:58:43,642 - INFO - размер множества omega: 164, время итерации: 3.4549315510012093
2025-12-01 12:58:47,099 - INFO - размер множества omega: 163, время итерации: 3.457098227001552
2025-12-01 12:58:50,533 - INFO - размер множества omega: 162, время итерации: 3.434143155005586
2025-12-01 12:58:53,936 - INFO - размер множества omega: 161, время итерации: 3.4029891160025727
2025-12-01 12:58:57,294 - INFO - размер множества omega: 160, время итерации: 3.3579438450033194
2025-12-01 12:59:00,650 - INFO - размер множества omega: 159, время итерации: 3.3562184010006604
2025-12-01 12:59:03,973 - INFO - размер множества omega: 158, время итерации: 3.322906323999632
2025-12-01 12:59:07,346 - INFO - размер множества omega: 157, время итерации: 3.373040201004187
2025-12-01 12:59:10,645 - INFO - размер множества omega: 156, время итерации: 3.298267822996422
2025-12-01 12:59:13,883 - INFO - размер множества omega: 155, время итерации: 3.2379900309970253
2025-12-01 12:59:17,089 - INFO - размер множества omega: 154, время итерации: 3.2061350809963187
2025-12-01 12:59:20,256 - INFO - размер множества omega: 153, время итерации: 3.166696617998241
2025-12-01 12:59:23,426 - INFO - размер множества omega: 152, время итерации: 3.1697075390038663
2025-12-01 12:59:26,605 - INFO - размер множества omega: 151, время итерации: 3.1791724169961526
2025-12-01 12:59:29,696 - INFO - размер множества omega: 150, время итерации: 3.090951934005716
2025-12-01 12:59:32,720 - INFO - размер множества omega: 149, время итерации: 3.024387760000536
2025-12-01 12:59:35,722 - INFO - размер множества omega: 148, время итерации: 3.0016163749969564
2025-12-01 12:59:38,821 - INFO - размер множества omega: 147, время итерации: 3.0990928309984156
2025-12-01 12:59:41,820 - INFO - размер множества omega: 146, время итерации: 2.9990281430000323
2025-12-01 12:59:44,793 - INFO - размер множества omega: 145, время итерации: 2.972942881999188
2025-12-01 12:59:47,773 - INFO - размер множества omega: 144, время итерации: 2.9799892910014023
2025-12-01 12:59:50,738 - INFO - размер множества omega: 143, время итерации: 2.964309259004949
2025-12-01 12:59:53,680 - INFO - размер множества omega: 142, время итерации: 2.9418173090016353
2025-12-01 12:59:56,563 - INFO - размер множества omega: 141, время итерации: 2.882955792003486
2025-12-01 12:59:59,505 - INFO - размер множества omega: 140, время итерации: 2.9424967439990724
2025-12-01 13:00:02,375 - INFO - размер множества omega: 139, время итерации: 2.869705797995266
2025-12-01 13:00:05,187 - INFO - размер множества omega: 138, время итерации: 2.811494520996348
2025-12-01 13:00:07,997 - INFO - размер множества omega: 137, время итерации: 2.8100483040034305
2025-12-01 13:00:10,772 - INFO - размер множества omega: 136, время итерации: 2.775149473003694
2025-12-01 13:00:13,513 - INFO - размер множества omega: 135, время итерации: 2.7411813490034547
2025-12-01 13:00:16,234 - INFO - размер множества omega: 134, время итерации: 2.720589374002884
2025-12-01 13:00:18,923 - INFO - размер множества omega: 133, время итерации: 2.688796234993788
2025-12-01 13:00:21,588 - INFO - размер множества omega: 132, время итерации: 2.665531951999583
2025-12-01 13:00:24,254 - INFO - размер множества omega: 131, время итерации: 2.6653620330034755
2025-12-01 13:00:26,856 - INFO - размер множества omega: 130, время итерации: 2.6021597310027573
2025-12-01 13:00:29,461 - INFO - размер множества omega: 129, время итерации: 2.6044956329933484
2025-12-01 13:00:31,913 - INFO - размер множества omega: 128, время итерации: 2.4527482889970997
2025-12-01 13:00:34,308 - INFO - размер множества omega: 127, время итерации: 2.394768458994804
2025-12-01 13:00:36,705 - INFO - размер множества omega: 126, время итерации: 2.396931465002126
2025-12-01 13:00:39,067 - INFO - размер множества omega: 125, время итерации: 2.3615142069975263
2025-12-01 13:00:41,511 - INFO - размер множества omega: 124, время итерации: 2.444170471993857
2025-12-01 13:00:43,836 - INFO - размер множества omega: 123, время итерации: 2.3250148799997987
2025-12-01 13:00:46,133 - INFO - размер множества omega: 122, время итерации: 2.297056520001206
2025-12-01 13:00:48,389 - INFO - размер множества omega: 121, время итерации: 2.255602886005363
2025-12-01 13:00:50,628 - INFO - размер множества omega: 120, время итерации: 2.2389777889984543
2025-12-01 13:00:52,848 - INFO - размер множества omega: 119, время итерации: 2.2200011810055003
2025-12-01 13:00:55,020 - INFO - размер множества omega: 118, время итерации: 2.17131284000061
2025-12-01 13:00:57,182 - INFO - размер множества omega: 117, время итерации: 2.1624720399995567
2025-12-01 13:00:59,329 - INFO - размер множества omega: 116, время итерации: 2.1465226270011044
2025-12-01 13:01:01,511 - INFO - размер множества omega: 115, время итерации: 2.1818936290001147
2025-12-01 13:01:03,593 - INFO - размер множества omega: 114, время итерации: 2.0823252699992736
2025-12-01 13:01:05,669 - INFO - размер множества omega: 113, время итерации: 2.075762335996842
2025-12-01 13:01:07,707 - INFO - размер множества omega: 112, время итерации: 2.038029160001315
2025-12-01 13:01:09,724 - INFO - размер множества omega: 111, время итерации: 2.0170214290046715
2025-12-01 13:01:11,751 - INFO - размер множества omega: 110, время итерации: 2.0270548509943183
2025-12-01 13:01:13,728 - INFO - размер множества omega: 109, время итерации: 1.9762254020024557
2025-12-01 13:01:15,690 - INFO - размер множества omega: 108, время итерации: 1.9626113430058467
2025-12-01 13:01:17,613 - INFO - размер множества omega: 107, время итерации: 1.92314724100288
2025-12-01 13:01:19,541 - INFO - размер множества omega: 106, время итерации: 1.9275771350003197
2025-12-01 13:01:21,416 - INFO - размер множества omega: 105, время итерации: 1.8753029610015801
2025-12-01 13:01:23,319 - INFO - размер множества omega: 104, время итерации: 1.90260601999762
2025-12-01 13:01:25,160 - INFO - размер множества omega: 103, время итерации: 1.8406116879996262
2025-12-01 13:01:27,007 - INFO - размер множества omega: 102, время итерации: 1.8471256819975679
2025-12-01 13:01:28,806 - INFO - размер множества omega: 101, время итерации: 1.7986281209959998
2025-12-01 13:01:30,577 - INFO - размер множества omega: 100, время итерации: 1.7713432980017387
2025-12-01 13:01:32,407 - INFO - размер множества omega: 99, время итерации: 1.829704584000865
2025-12-01 13:01:34,130 - INFO - размер множества omega: 98, время итерации: 1.7225505859969417
2025-12-01 13:01:35,833 - INFO - размер множества omega: 97, время итерации: 1.7033436970014009
2025-12-01 13:01:37,509 - INFO - размер множества omega: 96, время итерации: 1.6761096699992777
2025-12-01 13:01:39,161 - INFO - размер множества omega: 95, время итерации: 1.6521858380001504
2025-12-01 13:01:40,791 - INFO - размер множества omega: 94, время итерации: 1.6293048529987573
2025-12-01 13:01:42,416 - INFO - размер множества omega: 93, время итерации: 1.625263334994088
2025-12-01 13:01:44,078 - INFO - размер множества omega: 92, время итерации: 1.6617037679970963
2025-12-01 13:01:45,640 - INFO - размер множества omega: 91, время итерации: 1.5618101349973585
2025-12-01 13:01:47,186 - INFO - размер множества omega: 90, время итерации: 1.5462392420013202
2025-12-01 13:01:48,743 - INFO - размер множества omega: 89, время итерации: 1.5561718140015728
2025-12-01 13:01:50,259 - INFO - размер множества omega: 88, время итерации: 1.5166290880006272
2025-12-01 13:01:51,741 - INFO - размер множества omega: 87, время итерации: 1.4815923090063734
2025-12-01 13:01:53,227 - INFO - размер множества omega: 86, время итерации: 1.4864076790036052
2025-12-01 13:01:54,690 - INFO - размер множества omega: 85, время итерации: 1.4623711749954964
2025-12-01 13:01:56,136 - INFO - размер множества omega: 84, время итерации: 1.4463192900002468
2025-12-01 13:01:57,553 - INFO - размер множества omega: 83, время итерации: 1.4163681979989633
2025-12-01 13:01:58,944 - INFO - размер множества omega: 82, время итерации: 1.3907594819975202
2025-12-01 13:02:00,292 - INFO - размер множества omega: 81, время итерации: 1.3478076419996796
2025-12-01 13:02:01,638 - INFO - размер множества omega: 80, время итерации: 1.3466594960045768
2025-12-01 13:02:02,976 - INFO - размер множества omega: 79, время итерации: 1.3378843319951557
2025-12-01 13:02:04,312 - INFO - размер множества omega: 78, время итерации: 1.335170502999972
2025-12-01 13:02:05,598 - INFO - размер множества omega: 77, время итерации: 1.2868286249940866
2025-12-01 13:02:06,860 - INFO - размер множества omega: 76, время итерации: 1.2614511069987202
2025-12-01 13:02:08,121 - INFO - размер множества omega: 75, время итерации: 1.2609186440022313
2025-12-01 13:02:09,357 - INFO - размер множества omega: 74, время итерации: 1.2362009189964738
2025-12-01 13:02:10,545 - INFO - размер множества omega: 73, время итерации: 1.1879645209992304
2025-12-01 13:02:11,723 - INFO - размер множества omega: 72, время итерации: 1.1779902769994806
2025-12-01 13:02:12,869 - INFO - размер множества omega: 71, время итерации: 1.1458221129942103
2025-12-01 13:02:14,011 - INFO - размер множества omega: 70, время итерации: 1.1419024749993696
2025-12-01 13:02:15,158 - INFO - размер множества omega: 69, время итерации: 1.1465529529959895
2025-12-01 13:02:16,243 - INFO - размер множества omega: 68, время итерации: 1.0850952330001746
2025-12-01 13:02:17,313 - INFO - размер множества omega: 67, время итерации: 1.0693896759985364
2025-12-01 13:02:18,366 - INFO - размер множества omega: 66, время итерации: 1.053345710002759
2025-12-01 13:02:19,415 - INFO - размер множества omega: 65, время итерации: 1.0493103150001843
2025-12-01 13:02:20,438 - INFO - размер множества omega: 64, время итерации: 1.0221582020021742
2025-12-01 13:02:21,429 - INFO - размер множества omega: 63, время итерации: 0.9914658039997448
2025-12-01 13:02:22,386 - INFO - размер множества omega: 62, время итерации: 0.9566380129981553
2025-12-01 13:02:23,345 - INFO - размер множества omega: 61, время итерации: 0.9589947409986053
2025-12-01 13:02:24,260 - INFO - размер множества omega: 60, время итерации: 0.9152134639953147
2025-12-01 13:02:25,168 - INFO - размер множества omega: 59, время итерации: 0.9079810969997197
2025-12-01 13:02:26,045 - INFO - размер множества omega: 58, время итерации: 0.8764238759977161
2025-12-01 13:02:26,910 - INFO - размер множества omega: 57, время итерации: 0.8646293169949786
2025-12-01 13:02:27,747 - INFO - размер множества omega: 56, время итерации: 0.8370017720008036
2025-12-01 13:02:28,563 - INFO - размер множества omega: 55, время итерации: 0.8166983310002252
2025-12-01 13:02:29,362 - INFO - размер множества omega: 54, время итерации: 0.7982447690010304
2025-12-01 13:02:30,152 - INFO - размер множества omega: 53, время итерации: 0.7899328580024303
2025-12-01 13:02:30,909 - INFO - размер множества omega: 52, время итерации: 0.7569032890023664
2025-12-01 13:02:31,655 - INFO - размер множества omega: 51, время итерации: 0.7466013610028313
2025-12-01 13:02:32,380 - INFO - размер множества omega: 50, время итерации: 0.724303510003665
2025-12-01 13:02:33,098 - INFO - размер множества omega: 49, время итерации: 0.7184832130005816
2025-12-01 13:02:33,857 - INFO - размер множества omega: 48, время итерации: 0.7586959449981805
2025-12-01 13:02:34,580 - INFO - размер множества omega: 47, время итерации: 0.7223748750038794
2025-12-01 13:02:35,269 - INFO - размер множества omega: 46, время итерации: 0.6890791730038472
2025-12-01 13:02:35,932 - INFO - размер множества omega: 45, время итерации: 0.6635891440018895
2025-12-01 13:02:36,557 - INFO - размер множества omega: 44, время итерации: 0.6244456339991302
2025-12-01 13:02:37,264 - INFO - Запустили пайплайн с ядром quadratic!
2025-12-01 13:02:39,619 - INFO - Минимальный эмпирический риск = 0.0211 достигается при k = 19
2025-12-01 13:03:02,234 - INFO - размер множества omega: 568, время итерации: 20.59564302900253
2025-12-01 13:03:22,836 - INFO - размер множества omega: 567, время итерации: 20.602014885000244
2025-12-01 13:03:43,197 - INFO - размер множества omega: 566, время итерации: 20.361118610999256
2025-12-01 13:04:03,488 - INFO - размер множества omega: 565, время итерации: 20.29022003299906
2025-12-01 13:04:23,865 - INFO - размер множества omega: 564, время итерации: 20.37725577099627
2025-12-01 13:04:44,058 - INFO - размер множества omega: 563, время итерации: 20.192993646000104
2025-12-01 13:05:04,175 - INFO - размер множества omega: 562, время итерации: 20.11720083199907
2025-12-01 13:05:24,341 - INFO - размер множества omega: 561, время итерации: 20.16590733799967
2025-12-01 13:05:44,367 - INFO - размер множества omega: 560, время итерации: 20.024998823995702
2025-12-01 13:06:04,475 - INFO - размер множества omega: 559, время итерации: 20.108666981999704
2025-12-01 13:06:24,472 - INFO - размер множества omega: 558, время итерации: 19.99675254400063
2025-12-01 13:06:44,416 - INFO - размер множества omega: 557, время итерации: 19.94398667600035
2025-12-01 13:07:04,253 - INFO - размер множества omega: 556, время итерации: 19.83662725999602
2025-12-01 13:07:24,071 - INFO - размер множества omega: 555, время итерации: 19.818460640999547
2025-12-01 13:07:43,759 - INFO - размер множества omega: 554, время итерации: 19.687328817002708
